0.61,0.30,0.00
0.61,0.50,0.00
0.62,0.90,0.00
0.61,0.50,0.00
0.61,0.30,0.00
0.61,0.20,0.00
0.61,0.50,0.00
0.61,0.50,0.00
0.61,0.30,0.00
